,Country_Code,Reference_Date,Population Subgroup,NO_CASES,NO_DEATHS,PREV_RATE,Country_x,Population,GDP ($ per capita),Region,cases_normalized_percentage,flag,Country,Alpha-3 code,Latitude (average),Longitude (average)
280,PAN,1999,Cumulative AIDS cases & deaths,3087,"1,830",-1.0,Panama,3191319,6300.0,LATIN AMER. & CARIB,0.0967311635095081,🇵🇦,Panama,PAN,9.0,-80.0
281,PAN,1995,Cumulative AIDS cases & deaths,1006,604,-1.0,Panama,3191319,6300.0,LATIN AMER. & CARIB,0.0315230160319291,🇵🇦,Panama,PAN,9.0,-80.0
282,PAN,1988,Cumulative AIDS cases & deaths,84,43,-1.0,Panama,3191319,6300.0,LATIN AMER. & CARIB,0.00263214050366,🇵🇦,Panama,PAN,9.0,-80.0
283,PAN,1987,Cumulative AIDS cases & deaths,22,18,-1.0,Panama,3191319,6300.0,LATIN AMER. & CARIB,0.0006893701319109,🇵🇦,Panama,PAN,9.0,-80.0
284,PAN,1987,Cumulative AIDS cases & deaths,14,11,-1.0,Panama,3191319,6300.0,LATIN AMER. & CARIB,0.0004386900839433,🇵🇦,Panama,PAN,9.0,-80.0
285,PER,1999,Cumulative AIDS cases & deaths,8119,"2,220",-1.0,Peru,28302603,5100.0,LATIN AMER. & CARIB,0.0286864073951077,🇵🇪,Peru,PER,-10.0,-76.0
286,PER,1995,Cumulative AIDS cases & deaths,2709,711,-1.0,Peru,28302603,5100.0,LATIN AMER. & CARIB,0.0095715577821587,🇵🇪,Peru,PER,-10.0,-76.0
287,PER,1988,Cumulative AIDS cases & deaths,137,75,-1.0,Peru,28302603,5100.0,LATIN AMER. & CARIB,0.0004840544171855,🇵🇪,Peru,PER,-10.0,-76.0
288,PER,1987,Cumulative AIDS cases & deaths,44,6,-1.0,Peru,28302603,5100.0,LATIN AMER. & CARIB,0.0001554627325267,🇵🇪,Peru,PER,-10.0,-76.0
289,PER,1986,Cumulative AIDS cases & deaths,9,6,-1.0,Peru,28302603,5100.0,LATIN AMER. & CARIB,3.1799195289564005e-05,🇵🇪,Peru,PER,-10.0,-76.0
290,PHL,1995,Cumulative AIDS cases & deaths,220,105,-1.0,Philippines,89468677,4600.0,ASIA (EX. NEAR EAST),0.0002458961140109,🇵🇭,Philippines,PHL,13.0,122.0
291,PLW,2004,Cumulative AIDS cases & deaths,4,3,-1.0,Palau,20579,9000.0,OCEANIA,0.0194372904417124,🇵🇼,Palau,PLW,7.5,134.5
292,PLW,1995,Cumulative AIDS cases & deaths,1,1,-1.0,Palau,20579,9000.0,OCEANIA,0.0048593226104281,🇵🇼,Palau,PLW,7.5,134.5
293,PNG,2004,Cumulative AIDS cases & deaths,1926,353,-1.0,Papua New Guinea,5670544,2200.0,OCEANIA,0.033964995245606,🇵🇬,Papua New Guinea,PNG,-6.0,147.0
294,PNG,1995,Cumulative AIDS cases & deaths,141,65,-1.0,Papua New Guinea,5670544,2200.0,OCEANIA,0.0024865339198496,🇵🇬,Papua New Guinea,PNG,-6.0,147.0
295,PNG,1992,Cumulative AIDS cases & deaths,47,28,-1.0,Papua New Guinea,5670544,2200.0,OCEANIA,0.0008288446399498,🇵🇬,Papua New Guinea,PNG,-6.0,147.0
296,PNG,1995,Cumulative AIDS cases & deaths,141,65,-1.0,Papua New Guinea,5670544,2200.0,OCEANIA,0.0024865339198496,🇵🇬,Papua New Guinea,PNG,-6.0,147.0
297,PRY,2000,Cumulative AIDS cases & deaths,469,242,-1.0,Paraguay,6506464,4700.0,LATIN AMER. & CARIB,0.0072082163214919,🇵🇾,Paraguay,PRY,-23.0,-58.0
298,PRY,1995,Cumulative AIDS cases & deaths,190,131,-1.0,Paraguay,6506464,4700.0,LATIN AMER. & CARIB,0.0029201729234189,🇵🇾,Paraguay,PRY,-23.0,-58.0
299,PRY,1988,Cumulative AIDS cases & deaths,9,8,-1.0,Paraguay,6506464,4700.0,LATIN AMER. & CARIB,0.000138323980583,🇵🇾,Paraguay,PRY,-23.0,-58.0
300,PRY,1987,Cumulative AIDS cases & deaths,14,9,-1.0,Paraguay,6506464,4700.0,LATIN AMER. & CARIB,0.0002151706364624,🇵🇾,Paraguay,PRY,-23.0,-58.0
301,PRY,1987,Cumulative AIDS cases & deaths,10,6,-1.0,Paraguay,6506464,4700.0,LATIN AMER. & CARIB,0.0001536933117588,🇵🇾,Paraguay,PRY,-23.0,-58.0
302,PYF,2004,Cumulative AIDS cases & deaths,94,61,-1.0,French Polynesia,274578,17500.0,OCEANIA,0.0342343523516086,🇵🇫,French Polynesia,PYF,-15.0,-140.0
303,PYF,1995,Cumulative AIDS cases & deaths,45,33,-1.0,French Polynesia,274578,17500.0,OCEANIA,0.0163887857002381,🇵🇫,French Polynesia,PYF,-15.0,-140.0
304,SGP,1995,Cumulative AIDS cases & deaths,145,98,-1.0,Singapore,4492150,23700.0,ASIA (EX. NEAR EAST),0.0032278530325122,🇸🇬,Singapore,SGP,1.3667,103.8
305,SLB,2004,Cumulative AIDS cases & deaths,2,2,-1.0,Solomon Islands,552438,1700.0,OCEANIA,0.000362031576394,🇸🇧,Solomon Islands,SLB,-8.0,159.0
306,SLE,2002,Cumulative AIDS cases & deaths,1028,510,-1.0,Sierra Leone,6005250,500.0,SUB-SAHARAN AFRICA,0.017118354772907,🇸🇱,Sierra Leone,SLE,8.5,-11.5
307,SLV,1999,Cumulative AIDS cases & deaths,2285,305,-1.0,El Salvador,6822378,4800.0,LATIN AMER. & CARIB,0.0334927205733836,🇸🇻,El Salvador,SLV,13.8333,-88.9167
308,SLV,1995,Cumulative AIDS cases & deaths,1372,236,-1.0,El Salvador,6822378,4800.0,LATIN AMER. & CARIB,0.0201102899897953,🇸🇻,El Salvador,SLV,13.8333,-88.9167
309,SLV,1988,Cumulative AIDS cases & deaths,71,27,-1.0,El Salvador,6822378,4800.0,LATIN AMER. & CARIB,0.0010406928493261,🇸🇻,El Salvador,SLV,13.8333,-88.9167
310,SLV,1987,Cumulative AIDS cases & deaths,12,6,-1.0,El Salvador,6822378,4800.0,LATIN AMER. & CARIB,0.0001758917491818,🇸🇻,El Salvador,SLV,13.8333,-88.9167
311,SLV,1987,Cumulative AIDS cases & deaths,9,6,-1.0,El Salvador,6822378,4800.0,LATIN AMER. & CARIB,0.0001319188118864,🇸🇻,El Salvador,SLV,13.8333,-88.9167
312,SUR,1995,Cumulative AIDS cases & deaths,211,191,-1.0,Suriname,439117,4000.0,LATIN AMER. & CARIB,0.0480509750248794,🇸🇷,Suriname,SUR,4.0,-56.0
313,SUR,1995,Cumulative AIDS cases & deaths,209,189,-1.0,Suriname,439117,4000.0,LATIN AMER. & CARIB,0.0475955155459706,🇸🇷,Suriname,SUR,4.0,-56.0
314,SUR,1988,Cumulative AIDS cases & deaths,11,11,-1.0,Suriname,439117,4000.0,LATIN AMER. & CARIB,0.0025050271339984,🇸🇷,Suriname,SUR,4.0,-56.0
315,SUR,1987,Cumulative AIDS cases & deaths,6,5,-1.0,Suriname,439117,4000.0,LATIN AMER. & CARIB,0.0013663784367264,🇸🇷,Suriname,SUR,4.0,-56.0
316,SUR,1987,Cumulative AIDS cases & deaths,3,3,-1.0,Suriname,439117,4000.0,LATIN AMER. & CARIB,0.0006831892183632,🇸🇷,Suriname,SUR,4.0,-56.0
317,SUR,1989,Cumulative AIDS cases & deaths,46,37,-1.0,Suriname,439117,4000.0,LATIN AMER. & CARIB,0.0104755680149026,🇸🇷,Suriname,SUR,4.0,-56.0
318,THA,2004,Cumulative AIDS cases & deaths,238375,"65,565",-1.0,Thailand,64631595,7400.0,ASIA (EX. NEAR EAST),0.3688211624670565,🇹🇭,Thailand,THA,15.0,100.0
319,TON,2004,Cumulative AIDS cases & deaths,9,8,-1.0,Tonga,114689,2200.0,OCEANIA,0.0078473088090401,🇹🇴,Tonga,TON,-20.0,-175.0
320,TON,1995,Cumulative AIDS cases & deaths,5,5,-1.0,Tonga,114689,2200.0,OCEANIA,0.0043596160050222,🇹🇴,Tonga,TON,-20.0,-175.0
321,TUV,2004,Cumulative AIDS cases & deaths,2,2,-1.0,Tuvalu,11810,1100.0,OCEANIA,0.016934801016088,🇹🇻,Tuvalu,TUV,-8.0,178.0
322,URY,2000,Cumulative AIDS cases & deaths,1387,612,-1.0,Uruguay,3431932,12800.0,LATIN AMER. & CARIB,0.0404145536683127,🇺🇾,Uruguay,URY,-33.0,-56.0
323,URY,1995,Cumulative AIDS cases & deaths,684,385,-1.0,Uruguay,3431932,12800.0,LATIN AMER. & CARIB,0.0199304648227295,🇺🇾,Uruguay,URY,-33.0,-56.0
324,URY,1988,Cumulative AIDS cases & deaths,45,28,-1.0,Uruguay,3431932,12800.0,LATIN AMER. & CARIB,0.001311214790969,🇺🇾,Uruguay,URY,-33.0,-56.0
325,URY,1987,Cumulative AIDS cases & deaths,13,8,-1.0,Uruguay,3431932,12800.0,LATIN AMER. & CARIB,0.0003787953840577,🇺🇾,Uruguay,URY,-33.0,-56.0
326,URY,1986,Cumulative AIDS cases & deaths,8,5,-1.0,Uruguay,3431932,12800.0,LATIN AMER. & CARIB,0.0002331048517278,🇺🇾,Uruguay,URY,-33.0,-56.0
327,VCT,2000,Cumulative AIDS cases & deaths,180,123,-1.0,Saint Vincent and the Grenadines,117848,2900.0,LATIN AMER. & CARIB,0.1527391215803407,🇻🇨,Saint Vincent & the Grenadines,VCT,13.25,-61.2
328,VCT,2000,Cumulative AIDS cases & deaths,180,123,-1.0,Saint Vincent and the Grenadines,117848,2900.0,LATIN AMER. & CARIB,0.1527391215803407,🇻🇨,Saint Vincent and the Grenadines,VCT,13.25,-61.2
329,VCT,2000,Cumulative AIDS cases & deaths,180,123,-1.0,Saint Vincent and the Grenadines,117848,2900.0,LATIN AMER. & CARIB,0.1527391215803407,🇻🇨,St. Vincent and the Grenadines,VCT,13.25,-61.2
330,VCT,1995,Cumulative AIDS cases & deaths,68,69,-1.0,Saint Vincent and the Grenadines,117848,2900.0,LATIN AMER. & CARIB,0.0577014459303509,🇻🇨,Saint Vincent & the Grenadines,VCT,13.25,-61.2
331,VCT,1995,Cumulative AIDS cases & deaths,68,69,-1.0,Saint Vincent and the Grenadines,117848,2900.0,LATIN AMER. & CARIB,0.0577014459303509,🇻🇨,Saint Vincent and the Grenadines,VCT,13.25,-61.2
332,VCT,1995,Cumulative AIDS cases & deaths,68,69,-1.0,Saint Vincent and the Grenadines,117848,2900.0,LATIN AMER. & CARIB,0.0577014459303509,🇻🇨,St. Vincent and the Grenadines,VCT,13.25,-61.2
333,VCT,1988,Cumulative AIDS cases & deaths,14,9,-1.0,Saint Vincent and the Grenadines,117848,2900.0,LATIN AMER. & CARIB,0.0118797094562487,🇻🇨,Saint Vincent & the Grenadines,VCT,13.25,-61.2
334,VCT,1988,Cumulative AIDS cases & deaths,14,9,-1.0,Saint Vincent and the Grenadines,117848,2900.0,LATIN AMER. & CARIB,0.0118797094562487,🇻🇨,Saint Vincent and the Grenadines,VCT,13.25,-61.2
335,VCT,1988,Cumulative AIDS cases & deaths,14,9,-1.0,Saint Vincent and the Grenadines,117848,2900.0,LATIN AMER. & CARIB,0.0118797094562487,🇻🇨,St. Vincent and the Grenadines,VCT,13.25,-61.2
336,VCT,1987,Cumulative AIDS cases & deaths,3,2,-1.0,Saint Vincent and the Grenadines,117848,2900.0,LATIN AMER. & CARIB,0.002545652026339,🇻🇨,Saint Vincent & the Grenadines,VCT,13.25,-61.2
337,VCT,1987,Cumulative AIDS cases & deaths,3,2,-1.0,Saint Vincent and the Grenadines,117848,2900.0,LATIN AMER. & CARIB,0.002545652026339,🇻🇨,Saint Vincent and the Grenadines,VCT,13.25,-61.2
338,VCT,1987,Cumulative AIDS cases & deaths,3,2,-1.0,Saint Vincent and the Grenadines,117848,2900.0,LATIN AMER. & CARIB,0.002545652026339,🇻🇨,St. Vincent and the Grenadines,VCT,13.25,-61.2
339,VCT,1986,Cumulative AIDS cases & deaths,3,2,-1.0,Saint Vincent and the Grenadines,117848,2900.0,LATIN AMER. & CARIB,0.002545652026339,🇻🇨,Saint Vincent & the Grenadines,VCT,13.25,-61.2
340,VCT,1986,Cumulative AIDS cases & deaths,3,2,-1.0,Saint Vincent and the Grenadines,117848,2900.0,LATIN AMER. & CARIB,0.002545652026339,🇻🇨,Saint Vincent and the Grenadines,VCT,13.25,-61.2
341,VCT,1986,Cumulative AIDS cases & deaths,3,2,-1.0,Saint Vincent and the Grenadines,117848,2900.0,LATIN AMER. & CARIB,0.002545652026339,🇻🇨,St. Vincent and the Grenadines,VCT,13.25,-61.2
342,VCT,1989,Cumulative AIDS cases & deaths,22,15,-1.0,Saint Vincent and the Grenadines,117848,2900.0,LATIN AMER. & CARIB,0.0186681148598194,🇻🇨,Saint Vincent & the Grenadines,VCT,13.25,-61.2
343,VCT,1989,Cumulative AIDS cases & deaths,22,15,-1.0,Saint Vincent and the Grenadines,117848,2900.0,LATIN AMER. & CARIB,0.0186681148598194,🇻🇨,Saint Vincent and the Grenadines,VCT,13.25,-61.2
344,VCT,1989,Cumulative AIDS cases & deaths,22,15,-1.0,Saint Vincent and the Grenadines,117848,2900.0,LATIN AMER. & CARIB,0.0186681148598194,🇻🇨,St. Vincent and the Grenadines,VCT,13.25,-61.2
345,VEN,1998,Cumulative AIDS cases & deaths,7548,"4,284",-1.0,Venezuela,25730435,4800.0,LATIN AMER. & CARIB,0.0293349101948723,🇻🇪,"Venezuela, Bolivarian Republic of",VEN,8.0,-66.0
346,VEN,1998,Cumulative AIDS cases & deaths,7548,"4,284",-1.0,Venezuela,25730435,4800.0,LATIN AMER. & CARIB,0.0293349101948723,🇻🇪,Venezuela,VEN,8.0,-66.0
347,VEN,1995,Cumulative AIDS cases & deaths,4960,"2,976",-1.0,Venezuela,25730435,4800.0,LATIN AMER. & CARIB,0.0192767825339913,🇻🇪,"Venezuela, Bolivarian Republic of",VEN,8.0,-66.0
348,VEN,1995,Cumulative AIDS cases & deaths,4960,"2,976",-1.0,Venezuela,25730435,4800.0,LATIN AMER. & CARIB,0.0192767825339913,🇻🇪,Venezuela,VEN,8.0,-66.0
349,VEN,1988,Cumulative AIDS cases & deaths,266,166,-1.0,Venezuela,25730435,4800.0,LATIN AMER. & CARIB,0.0010337951923471,🇻🇪,"Venezuela, Bolivarian Republic of",VEN,8.0,-66.0
350,VEN,1988,Cumulative AIDS cases & deaths,266,166,-1.0,Venezuela,25730435,4800.0,LATIN AMER. & CARIB,0.0010337951923471,🇻🇪,Venezuela,VEN,8.0,-66.0
351,VEN,1987,Cumulative AIDS cases & deaths,101,74,-1.0,Venezuela,25730435,4800.0,LATIN AMER. & CARIB,0.0003925312572445,🇻🇪,"Venezuela, Bolivarian Republic of",VEN,8.0,-66.0
352,VEN,1987,Cumulative AIDS cases & deaths,101,74,-1.0,Venezuela,25730435,4800.0,LATIN AMER. & CARIB,0.0003925312572445,🇻🇪,Venezuela,VEN,8.0,-66.0
353,VEN,1987,Cumulative AIDS cases & deaths,69,54,-1.0,Venezuela,25730435,4800.0,LATIN AMER. & CARIB,0.0002681649183156,🇻🇪,"Venezuela, Bolivarian Republic of",VEN,8.0,-66.0
354,VEN,1987,Cumulative AIDS cases & deaths,69,54,-1.0,Venezuela,25730435,4800.0,LATIN AMER. & CARIB,0.0002681649183156,🇻🇪,Venezuela,VEN,8.0,-66.0
355,VGB,1998,Cumulative AIDS cases & deaths,20,7,-1.0,Virgin Islands,108605,17200.0,LATIN AMER. & CARIB,0.018415358408913,🇻🇬,"Virgin Islands, British",VGB,18.5,-64.5
356,VGB,1989,Cumulative AIDS cases & deaths,1,1,-1.0,Virgin Islands,108605,17200.0,LATIN AMER. & CARIB,0.0009207679204456,🇻🇬,"Virgin Islands, British",VGB,18.5,-64.5
357,VNM,1994,Cumulative AIDS cases & deaths,75,18,-1.0,Vietnam,84402966,2500.0,ASIA (EX. NEAR EAST),8.885943652738459e-05,🇻🇳,Viet Nam,VNM,16.0,106.0
358,VNM,1994,Cumulative AIDS cases & deaths,75,18,-1.0,Vietnam,84402966,2500.0,ASIA (EX. NEAR EAST),8.885943652738459e-05,🇻🇳,Vietnam,VNM,16.0,106.0
359,VNM,1995,Cumulative AIDS cases & deaths,131,55,-1.0,Vietnam,84402966,2500.0,ASIA (EX. NEAR EAST),0.0001552078158011,🇻🇳,Viet Nam,VNM,16.0,106.0
360,VNM,1995,Cumulative AIDS cases & deaths,131,55,-1.0,Vietnam,84402966,2500.0,ASIA (EX. NEAR EAST),0.0001552078158011,🇻🇳,Vietnam,VNM,16.0,106.0
361,VNM,1995,Cumulative AIDS cases & deaths,292,133,-1.0,Vietnam,84402966,2500.0,ASIA (EX. NEAR EAST),0.0003459594062132,🇻🇳,Viet Nam,VNM,16.0,106.0
362,VNM,1995,Cumulative AIDS cases & deaths,292,133,-1.0,Vietnam,84402966,2500.0,ASIA (EX. NEAR EAST),0.0003459594062132,🇻🇳,Vietnam,VNM,16.0,106.0
363,VNM,2012,Cumulative AIDS cases & deaths,59839,"62,184",-1.0,Vietnam,84402966,2500.0,ASIA (EX. NEAR EAST),0.0708967976314955,🇻🇳,Viet Nam,VNM,16.0,106.0
364,VNM,2012,Cumulative AIDS cases & deaths,59839,"62,184",-1.0,Vietnam,84402966,2500.0,ASIA (EX. NEAR EAST),0.0708967976314955,🇻🇳,Vietnam,VNM,16.0,106.0
365,VNM,2010,Cumulative AIDS cases & deaths,37184,"45,227",-1.0,Vietnam,84402966,2500.0,ASIA (EX. NEAR EAST),0.0440553238377902,🇻🇳,Viet Nam,VNM,16.0,106.0
366,VNM,2010,Cumulative AIDS cases & deaths,37184,"45,227",-1.0,Vietnam,84402966,2500.0,ASIA (EX. NEAR EAST),0.0440553238377902,🇻🇳,Vietnam,VNM,16.0,106.0
367,VNM,1996,Cumulative AIDS cases & deaths,701,411,-1.0,Vietnam,84402966,2500.0,ASIA (EX. NEAR EAST),0.0008305395334092,🇻🇳,Viet Nam,VNM,16.0,106.0
368,VNM,1996,Cumulative AIDS cases & deaths,701,411,-1.0,Vietnam,84402966,2500.0,ASIA (EX. NEAR EAST),0.0008305395334092,🇻🇳,Vietnam,VNM,16.0,106.0
369,VNM,2005,Cumulative AIDS cases & deaths,16917,"9,862",-1.0,Vietnam,84402966,2500.0,ASIA (EX. NEAR EAST),0.0200431345031168,🇻🇳,Viet Nam,VNM,16.0,106.0
370,VNM,2005,Cumulative AIDS cases & deaths,16917,"9,862",-1.0,Vietnam,84402966,2500.0,ASIA (EX. NEAR EAST),0.0200431345031168,🇻🇳,Vietnam,VNM,16.0,106.0
371,VUT,2004,Cumulative AIDS cases & deaths,2,0,-1.0,Vanuatu,208869,2900.0,OCEANIA,0.00095753797835,🇻🇺,Vanuatu,VUT,-16.0,167.0
372,WLF,2004,Cumulative AIDS cases & deaths,1,0,-1.0,Wallis and Futuna,16025,3700.0,OCEANIA,0.0062402496099843,🇼🇫,Wallis and Futuna,WLF,-13.3,-176.2
373,WLF,1995,Cumulative AIDS cases & deaths,1,0,-1.0,Wallis and Futuna,16025,3700.0,OCEANIA,0.0062402496099843,🇼🇫,Wallis and Futuna,WLF,-13.3,-176.2
374,WSM,2004,Cumulative AIDS cases & deaths,8,8,-1.0,Samoa,176908,5600.0,OCEANIA,0.0045221244940873,🇼🇸,Samoa,WSM,-13.5833,-172.3333
375,WSM,1995,Cumulative AIDS cases & deaths,2,2,-1.0,Samoa,176908,5600.0,OCEANIA,0.0011305311235218,🇼🇸,Samoa,WSM,-13.5833,-172.3333
376,ZAF,1987,Cumulative AIDS cases & deaths,77,53,-1.0,South Africa,44187637,10700.0,SUB-SAHARAN AFRICA,0.0001742568854722,🇿🇦,South Africa,ZAF,-29.0,24.0
377,ZAF,1988,Cumulative AIDS cases & deaths,175,106,-1.0,South Africa,44187637,10700.0,SUB-SAHARAN AFRICA,0.0003960383760733,🇿🇦,South Africa,ZAF,-29.0,24.0
378,ZMB,1987,Cumulative AIDS cases & deaths,395,57,-1.0,Zambia,11502010,800.0,SUB-SAHARAN AFRICA,0.0034341823733417,🇿🇲,Zambia,ZMB,-15.0,30.0
